villcode,county,district,village,agree_2025,disagree_2025,2021_agree,2021_disagree,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
10015090004,花蓮縣,瑞穗鄉,瑞祥村,181,29,191,104,-10,-75,-5.236,-72.115
10015090005,花蓮縣,瑞穗鄉,瑞北村,121,10,120,40,1,-30,0.833,-75.0
10015090006,花蓮縣,瑞穗鄉,舞鶴村,174,28,209,92,-35,-64,-16.746,-69.565
10015090007,花蓮縣,瑞穗鄉,鶴岡村,171,17,200,50,-29,-33,-14.5,-66.0
10015090008,花蓮縣,瑞穗鄉,奇美村,62,4,62,11,0,-7,0.0,-63.636
10015090009,花蓮縣,瑞穗鄉,富源村,112,16,135,68,-23,-52,-17.037,-76.471
10015090010,花蓮縣,瑞穗鄉,富民村,145,15,183,37,-38,-22,-20.765,-59.459
10015090011,花蓮縣,瑞穗鄉,富興村,121,24,117,81,4,-57,3.419,-70.37
10015030001,花蓮縣,玉里鎮,中城里,1212,181,1166,577,46,-396,3.945,-68.631
10015030005,花蓮縣,玉里鎮,國武里,260,54,287,159,-27,-105,-9.408,-66.038
10015030002,花蓮縣,玉里鎮,啟模里,295,54,330,144,-35,-90,-10.606,-62.5
10015030004,花蓮縣,玉里鎮,泰昌里,226,18,248,88,-22,-70,-8.871,-79.545
10015030003,花蓮縣,玉里鎮,永昌里,207,29,239,96,-32,-67,-13.389,-69.792
10015030015,花蓮縣,玉里鎮,大禹里,229,27,214,70,15,-43,7.009,-61.429
10015030014,花蓮縣,玉里鎮,三民里,120,21,155,86,-35,-65,-22.581,-75.581
10015030006,花蓮縣,玉里鎮,源城里,238,47,220,94,18,-47,8.182,-50.0
10015030007,花蓮縣,玉里鎮,長良里,110,22,113,35,-3,-13,-2.655,-37.143
10015030008,花蓮縣,玉里鎮,樂合里,189,25,229,51,-40,-26,-17.467,-50.98
10015030009,花蓮縣,玉里鎮,東豐里,86,14,116,37,-30,-23,-25.862,-62.162
10015030010,花蓮縣,玉里鎮,觀音里,263,45,304,95,-41,-50,-13.487,-52.632
10015030011,花蓮縣,玉里鎮,松浦里,173,31,232,74,-59,-43,-25.431,-58.108
10015030012,花蓮縣,玉里鎮,春日里,146,35,182,69,-36,-34,-19.78,-49.275
10015030013,花蓮縣,玉里鎮,德武里,157,11,159,42,-2,-31,-1.258,-73.81
10015100001,花蓮縣,富里鄉,吳江村,87,5,94,31,-7,-26,-7.447,-83.871
10015100002,花蓮縣,富里鄉,東里村,144,30,148,84,-4,-54,-2.703,-64.286
10015100003,花蓮縣,富里鄉,萬寧村,109,22,142,32,-33,-10,-23.239,-31.25
10015100004,花蓮縣,富里鄉,新興村,99,8,104,40,-5,-32,-4.808,-80.0
10015100005,花蓮縣,富里鄉,竹田村,252,16,234,83,18,-67,7.692,-80.723
10015100006,花蓮縣,富里鄉,羅山村,86,7,90,36,-4,-29,-4.444,-80.556
10015100007,花蓮縣,富里鄉,石牌村,184,23,167,64,17,-41,10.18,-64.062
10015100008,花蓮縣,富里鄉,明里村,74,12,92,40,-18,-28,-19.565,-70.0
10015100009,花蓮縣,富里鄉,富里村,244,44,243,156,1,-112,0.412,-71.795
10015100010,花蓮縣,富里鄉,永豐村,103,7,100,48,3,-41,3.0,-85.417
10015100011,花蓮縣,富里鄉,豐南村,129,9,129,29,0,-20,0.0,-68.966
10015100012,花蓮縣,富里鄉,富南村,71,17,80,55,-9,-38,-11.25,-69.091
10015100013,花蓮縣,富里鄉,學田村,109,23,108,85,1,-62,0.926,-72.941
10015130001,花蓮縣,卓溪鄉,崙山村,111,7,124,15,-13,-8,-10.484,-53.333
10015130002,花蓮縣,卓溪鄉,立山村,198,17,207,28,-9,-11,-4.348,-39.286
10015130003,花蓮縣,卓溪鄉,太平村,178,10,212,26,-34,-16,-16.038,-61.538
10015130004,花蓮縣,卓溪鄉,卓溪村,190,11,170,21,20,-10,11.765,-47.619
10015130005,花蓮縣,卓溪鄉,卓清村,210,21,207,23,3,-2,1.449,-8.696
10015130006,花蓮縣,卓溪鄉,古風村,248,20,252,35,-4,-15,-1.587,-42.857
10017010021,基隆市,中正區,長潭里,59,52,61,141,-2,-89,-3.279,-63.121
10017010022,基隆市,中正區,砂子里,1149,284,873,959,276,-675,31.615,-70.386
10017010019,基隆市,中正區,八斗里,136,124,167,434,-31,-310,-18.563,-71.429
10017010020,基隆市,中正區,碧砂里,160,82,155,246,5,-164,3.226,-66.667
10017010026,基隆市,中正區,新富里,996,189,889,727,107,-538,12.036,-74.003
10017010025,基隆市,中正區,新豐里,1614,324,1277,875,337,-551,26.39,-62.971
10017010018,基隆市,中正區,平寮里,194,62,191,267,3,-205,1.571,-76.779
10017010016,基隆市,中正區,社寮里,289,111,297,380,-8,-269,-2.694,-70.789
10017010017,基隆市,中正區,和憲里,169,40,178,120,-9,-80,-5.056,-66.667
10017010015,基隆市,中正區,海濱里,217,60,236,155,-19,-95,-8.051,-61.29
10017010024,基隆市,中正區,正濱里,183,37,195,161,-12,-124,-6.154,-77.019
10017010023,基隆市,中正區,中正里,275,74,285,289,-10,-215,-3.509,-74.394
10017010014,基隆市,中正區,中濱里,249,50,280,230,-31,-180,-11.071,-78.261
10017010013,基隆市,中正區,建國里,457,76,492,287,-35,-211,-7.114,-73.519
10017010012,基隆市,中正區,砂灣里,455,102,485,326,-30,-224,-6.186,-68.712
10017010011,基隆市,中正區,真砂里,279,70,330,274,-51,-204,-15.455,-74.453
10017010010,基隆市,中正區,正砂里,581,120,585,408,-4,-288,-0.684,-70.588
10017010009,基隆市,中正區,中砂里,283,95,312,233,-29,-138,-9.295,-59.227
10017010008,基隆市,中正區,入船里,174,53,175,145,-1,-92,-0.571,-63.448
10017010007,基隆市,中正區,正船里,264,70,301,231,-37,-161,-12.292,-69.697
10017010006,基隆市,中正區,中船里,233,67,216,251,17,-184,7.87,-73.307
10017010005,基隆市,中正區,港通里,304,111,285,298,19,-187,6.667,-62.752
10017010004,基隆市,中正區,義重里,215,72,214,186,1,-114,0.467,-61.29
10017010002,基隆市,中正區,正義里,290,76,295,248,-5,-172,-1.695,-69.355
10017010003,基隆市,中正區,信義里,180,64,189,182,-9,-118,-4.762,-64.835
10017010001,基隆市,中正區,德義里,130,56,153,156,-23,-100,-15.033,-64.103
10017070001,基隆市,信義區,仁壽里,272,71,280,225,-8,-154,-2.857,-68.444
10017070002,基隆市,信義區,仁義里,333,75,368,228,-35,-153,-9.511,-67.105
10017070003,基隆市,信義區,義昭里,361,81,342,258,19,-177,5.556,-68.605
10017070004,基隆市,信義區,義幸里,582,155,628,456,-46,-301,-7.325,-66.009
10017070005,基隆市,信義區,義民里,137,51,146,150,-9,-99,-6.164,-66.0
10017070006,基隆市,信義區,義和里,273,81,333,234,-60,-153,-18.018,-65.385
10017070007,基隆市,信義區,智慧里,206,51,197,152,9,-101,4.569,-66.447
10017070008,基隆市,信義區,智誠里,277,71,260,283,17,-212,6.538,-74.912
10017070009,基隆市,信義區,禮儀里,381,98,422,293,-41,-195,-9.716,-66.553
10017070010,基隆市,信義區,禮東里,388,79,419,288,-31,-209,-7.399,-72.569
10017070011,基隆市,信義區,信綠里,449,104,529,373,-80,-269,-15.123,-72.118
10017070016,基隆市,信義區,東信里,1096,202,1158,700,-62,-498,-5.354,-71.143
10017070012,基隆市,信義區,東光里,450,110,420,364,30,-254,7.143,-69.78
10017070013,基隆市,信義區,東明里,871,164,921,543,-50,-379,-5.429,-69.797
10017070014,基隆市,信義區,東安里,592,137,637,492,-45,-355,-7.064,-72.154
10017070018,基隆市,信義區,孝賢里,922,225,918,620,4,-395,0.436,-63.71
10017070020,基隆市,信義區,孝忠里,1778,358,1673,1315,105,-957,6.276,-72.776
10017070019,基隆市,信義區,孝德里,674,108,521,439,153,-331,29.367,-75.399
10017070017,基隆市,信義區,孝深里,1164,245,903,712,261,-467,28.904,-65.59
10017070015,基隆市,信義區,孝岡里,281,54,255,228,26,-174,10.196,-76.316
10017040001,基隆市,仁愛區,林泉里,306,94,329,313,-23,-219,-6.991,-69.968
10017040002,基隆市,仁愛區,花崗里,191,64,222,204,-31,-140,-13.964,-68.627
10017040003,基隆市,仁愛區,虹橋里,290,83,341,297,-51,-214,-14.956,-72.054
10017040004,基隆市,仁愛區,水錦里,352,97,388,309,-36,-212,-9.278,-68.608
10017040005,基隆市,仁愛區,智仁里,422,111,499,415,-77,-304,-15.431,-73.253
10017040006,基隆市,仁愛區,和明里,331,83,374,309,-43,-226,-11.497,-73.139
10017040007,基隆市,仁愛區,忠勇里,148,56,156,201,-8,-145,-5.128,-72.139
10017040008,基隆市,仁愛區,玉田里,155,71,202,217,-47,-146,-23.267,-67.281
10017040009,基隆市,仁愛區,仁德里,142,50,176,207,-34,-157,-19.318,-75.845
10017040010,基隆市,仁愛區,博愛里,295,98,352,335,-57,-237,-16.193,-70.746
10017040011,基隆市,仁愛區,福仁里,177,62,137,193,40,-131,29.197,-67.876
10017040012,基隆市,仁愛區,誠仁里,175,59,176,211,-1,-152,-0.568,-72.038
10017040013,基隆市,仁愛區,吉仁里,471,160,478,512,-7,-352,-1.464,-68.75
10017040014,基隆市,仁愛區,育仁里,99,45,103,174,-4,-129,-3.883,-74.138
10017040015,基隆市,仁愛區,英仁里,214,87,218,257,-4,-170,-1.835,-66.148
10017040016,基隆市,仁愛區,龍門里,155,56,131,182,24,-126,18.321,-69.231
10017040017,基隆市,仁愛區,德厚里,405,125,374,347,31,-222,8.289,-63.977
10017040018,基隆市,仁愛區,曲水里,134,48,147,202,-13,-154,-8.844,-76.238
10017040019,基隆市,仁愛區,崇文里,199,66,187,199,12,-133,6.417,-66.834
10017040020,基隆市,仁愛區,文安里,151,40,131,150,20,-110,15.267,-73.333
10017040021,基隆市,仁愛區,兆連里,170,37,169,131,1,-94,0.592,-71.756
10017040022,基隆市,仁愛區,獅球里,184,41,188,151,-4,-110,-2.128,-72.848
10017040023,基隆市,仁愛區,書院里,262,62,180,193,82,-131,45.556,-67.876
10017040024,基隆市,仁愛區,朝棟里,682,124,711,431,-29,-307,-4.079,-71.23
10017040029,基隆市,仁愛區,光華里,512,178,512,520,0,-342,0.0,-65.769
10017040025,基隆市,仁愛區,明德里,123,38,155,159,-32,-121,-20.645,-76.101
10017040026,基隆市,仁愛區,同風里,91,26,114,133,-23,-107,-20.175,-80.451
10017040027,基隆市,仁愛區,文昌里,142,86,141,226,1,-140,0.709,-61.947
10017040028,基隆市,仁愛區,新店里,136,42,135,141,1,-99,0.741,-70.213
10017050001,基隆市,中山區,新建里,185,39,189,166,-4,-127,-2.116,-76.506
10017050002,基隆市,中山區,安民里,271,69,240,255,31,-186,12.917,-72.941
10017050003,基隆市,中山區,安平里,149,48,151,162,-2,-114,-1.325,-70.37
10017050004,基隆市,中山區,中山里,157,61,150,223,7,-162,4.667,-72.646
10017050005,基隆市,中山區,民治里,205,56,194,152,11,-96,5.67,-63.158
10017050006,基隆市,中山區,中興里,272,87,276,230,-4,-143,-1.449,-62.174
10017050007,基隆市,中山區,仁正里,158,37,182,124,-24,-87,-13.187,-70.161
10017050008,基隆市,中山區,健民里,250,83,248,246,2,-163,0.806,-66.26
10017050009,基隆市,中山區,通化里,215,44,214,160,1,-116,0.467,-72.5
10017050010,基隆市,中山區,居仁里,277,57,279,201,-2,-144,-0.717,-71.642
10017050011,基隆市,中山區,通明里,302,94,336,350,-34,-256,-10.119,-73.143
10017050023,基隆市,中山區,和平里,121,28,125,81,-4,-53,-3.2,-65.432
10017050014,基隆市,中山區,仙洞里,123,27,121,108,2,-81,1.653,-75.0
10017050015,基隆市,中山區,太白里,152,27,151,165,1,-138,0.662,-83.636
10017050012,基隆市,中山區,協和里,254,79,296,285,-42,-206,-14.189,-72.281
10017050013,基隆市,中山區,文化里,195,58,184,175,11,-117,5.978,-66.857
10017050022,基隆市,中山區,德安里,756,215,819,740,-63,-525,-7.692,-70.946
10017050020,基隆市,中山區,德和里,1796,359,1423,1037,373,-678,26.212,-65.381
10017050021,基隆市,中山區,中和里,1190,229,1236,908,-46,-679,-3.722,-74.78
10017050024,基隆市,中山區,和慶里,1130,277,1151,1038,-21,-761,-1.825,-73.314
10017050019,基隆市,中山區,西康里,317,85,274,297,43,-212,15.693,-71.38
10017050018,基隆市,中山區,西定里,174,57,161,178,13,-121,8.075,-67.978
10017050017,基隆市,中山區,西華里,172,76,192,213,-20,-137,-10.417,-64.319
10017050016,基隆市,中山區,西榮里,104,48,116,157,-12,-109,-10.345,-69.427
10017060003,基隆市,安樂區,新西里,233,56,251,235,-18,-179,-7.171,-76.17
10017060001,基隆市,安樂區,西川里,247,65,241,206,6,-141,2.49,-68.447
10017060002,基隆市,安樂區,定國里,192,76,195,207,-3,-131,-1.538,-63.285
10017060004,基隆市,安樂區,定邦里,229,71,250,226,-21,-155,-8.4,-68.584
10017060005,基隆市,安樂區,慈仁里,109,65,129,207,-20,-142,-15.504,-68.599
10017060006,基隆市,安樂區,干城里,365,99,360,344,5,-245,1.389,-71.221
10017060007,基隆市,安樂區,永康里,351,110,333,364,18,-254,5.405,-69.78
10017060009,基隆市,安樂區,安和里,136,76,156,217,-20,-141,-12.821,-64.977
10017060010,基隆市,安樂區,樂一里,135,48,99,121,36,-73,36.364,-60.331
10017060008,基隆市,安樂區,嘉仁里,607,221,627,728,-20,-507,-3.19,-69.643
10017060015,基隆市,安樂區,三民里,513,171,544,513,-31,-342,-5.699,-66.667
10017060025,基隆市,安樂區,壯觀里,1149,230,1055,717,94,-487,8.91,-67.922
10017060016,基隆市,安樂區,四維里,1334,305,1252,971,82,-666,6.55,-68.589
10017060017,基隆市,安樂區,五福里,810,187,810,676,0,-489,0.0,-72.337
10017060018,基隆市,安樂區,六合里,1034,239,1046,768,-12,-529,-1.147,-68.88
10017060019,基隆市,安樂區,七賢里,481,138,517,514,-36,-376,-6.963,-73.152
10017060022,基隆市,安樂區,長樂里,929,199,967,674,-38,-475,-3.93,-70.475
10017060020,基隆市,安樂區,鶯歌里,564,113,606,422,-42,-309,-6.931,-73.223
10017060024,基隆市,安樂區,鶯安里,1520,285,1350,905,170,-620,12.593,-68.508
10017060023,基隆市,安樂區,興寮里,1015,219,969,738,46,-519,4.747,-70.325
10017060011,基隆市,安樂區,外寮里,793,219,778,654,15,-435,1.928,-66.514
10017060014,基隆市,安樂區,新崙里,836,214,811,691,25,-477,3.083,-69.03
10017060021,基隆市,安樂區,武崙里,1223,296,1173,899,50,-603,4.263,-67.075
10017060012,基隆市,安樂區,中崙里,380,98,383,310,-3,-212,-0.783,-68.387
10017060013,基隆市,安樂區,內寮里,1088,276,1097,954,-9,-678,-0.82,-71.069
10017030001,基隆市,暖暖區,八西里,278,83,292,264,-14,-181,-4.795,-68.561
10017030011,基隆市,暖暖區,八中里,84,25,86,89,-2,-64,-2.326,-71.91
10017030002,基隆市,暖暖區,八堵里,114,36,130,147,-16,-111,-12.308,-75.51
10017030003,基隆市,暖暖區,八南里,154,39,123,145,31,-106,25.203,-73.103
10017030004,基隆市,暖暖區,過港里,784,201,846,649,-62,-448,-7.329,-69.029
10017030008,基隆市,暖暖區,暖暖里,616,148,570,517,46,-369,8.07,-71.373
10017030007,基隆市,暖暖區,暖同里,583,137,569,431,14,-294,2.46,-68.213
10017030009,基隆市,暖暖區,暖東里,61,10,62,80,-1,-70,-1.613,-87.5
10017030010,基隆市,暖暖區,暖西里,1045,281,1011,933,34,-652,3.363,-69.882
10017030005,基隆市,暖暖區,碇內里,603,108,581,469,22,-361,3.787,-76.972
10017030006,基隆市,暖暖區,碇和里,811,131,824,449,-13,-318,-1.578,-70.824
10017030013,基隆市,暖暖區,碇祥里,1458,270,1263,931,195,-661,15.439,-70.999
10017030012,基隆市,暖暖區,碇安里,1092,256,1073,918,19,-662,1.771,-72.113
10017020001,基隆市,七堵區,長興里,794,212,743,654,51,-442,6.864,-67.584
10017020002,基隆市,七堵區,正光里,540,153,499,523,41,-370,8.216,-70.746
10017020017,基隆市,七堵區,正明里,365,102,429,364,-64,-262,-14.918,-71.978
10017020003,基隆市,七堵區,富民里,837,211,801,657,36,-446,4.494,-67.884
10017020004,基隆市,七堵區,永平里,442,111,448,387,-6,-276,-1.339,-71.318
10017020005,基隆市,七堵區,永安里,497,139,514,422,-17,-283,-3.307,-67.062
10017020006,基隆市,七堵區,八德里,291,78,300,290,-9,-212,-3.0,-73.103
10017020007,基隆市,七堵區,自強里,267,70,256,215,11,-145,4.297,-67.442
10017020009,基隆市,七堵區,泰安里,950,217,857,786,93,-569,10.852,-72.392
10017020008,基隆市,七堵區,六堵里,478,122,405,428,73,-306,18.025,-71.495
10017020011,基隆市,七堵區,堵南里,395,93,346,384,49,-291,14.162,-75.781
10017020020,基隆市,七堵區,長安里,520,142,432,408,88,-266,20.37,-65.196
10017020010,基隆市,七堵區,堵北里,706,217,636,746,70,-529,11.006,-70.912
10017020018,基隆市,七堵區,百福里,1119,327,1053,1086,66,-759,6.268,-69.89
10017020019,基隆市,七堵區,實踐里,713,182,678,714,35,-532,5.162,-74.51
10017020012,基隆市,七堵區,瑪南里,67,28,70,95,-3,-67,-4.286,-70.526
10017020013,基隆市,七堵區,瑪東里,50,17,55,49,-5,-32,-9.091,-65.306
10017020014,基隆市,七堵區,瑪西里,59,37,56,76,3,-39,5.357,-51.316
10017020015,基隆市,七堵區,友一里,505,121,522,391,-17,-270,-3.257,-69.054
10017020016,基隆市,七堵區,友二里,91,45,87,140,4,-95,4.598,-67.857
10005010001,苗栗縣,苗栗市,中苗里,332,40,332,146,0,-106,0.0,-72.603
10005010003,苗栗縣,苗栗市,青苗里,244,30,237,122,7,-92,2.954,-75.41
10005010007,苗栗縣,苗栗市,維祥里,859,97,870,354,-11,-257,-1.264,-72.599
10005010006,苗栗縣,苗栗市,維新里,1058,97,1064,434,-6,-337,-0.564,-77.65
10005010004,苗栗縣,苗栗市,玉清里,728,90,765,268,-37,-178,-4.837,-66.418
10005010005,苗栗縣,苗栗市,玉華里,1077,115,1110,418,-33,-303,-2.973,-72.488
10005010008,苗栗縣,苗栗市,綠苗里,213,31,222,98,-9,-67,-4.054,-68.367
10005010009,苗栗縣,苗栗市,高苗里,910,112,847,360,63,-248,7.438,-68.889
10005010012,苗栗縣,苗栗市,新苗里,224,48,214,139,10,-91,4.673,-65.468
10005010010,苗栗縣,苗栗市,玉苗里,192,40,222,142,-30,-102,-13.514,-71.831
10005010011,苗栗縣,苗栗市,大同里,165,20,152,79,13,-59,8.553,-74.684
10005010014,苗栗縣,苗栗市,恭敬里,379,46,325,176,54,-130,16.615,-73.864
10005010023,苗栗縣,苗栗市,水源里,671,95,642,296,29,-201,4.517,-67.905
10005010013,苗栗縣,苗栗市,勝利里,1142,158,1127,515,15,-357,1.331,-69.32
10005010017,苗栗縣,苗栗市,清華里,908,128,941,447,-33,-319,-3.507,-71.365
10005010015,苗栗縣,苗栗市,上苗里,394,66,431,237,-37,-171,-8.585,-72.152
10005010016,苗栗縣,苗栗市,北苗里,1444,189,1421,654,23,-465,1.619,-71.101
10005010018,苗栗縣,苗栗市,嘉盛里,916,104,948,431,-32,-327,-3.376,-75.87
10005010019,苗栗縣,苗栗市,福星里,1169,147,1052,518,117,-371,11.122,-71.622
10005010025,苗栗縣,苗栗市,福安里,995,117,863,395,132,-278,15.295,-70.38
10005010026,苗栗縣,苗栗市,嘉新里,879,99,882,359,-3,-260,-0.34,-72.423
10005010002,苗栗縣,苗栗市,建功里,1205,137,1210,485,-5,-348,-0.413,-71.753
10005010022,苗栗縣,苗栗市,福麗里,1560,151,1466,585,94,-434,6.412,-74.188
10005010021,苗栗縣,苗栗市,文山里,1292,140,1107,494,185,-354,16.712,-71.66
10005010028,苗栗縣,苗栗市,文聖里,1071,123,860,403,211,-280,24.535,-69.479
10005010020,苗栗縣,苗栗市,新川里,284,31,300,142,-16,-111,-5.333,-78.169
10005010027,苗栗縣,苗栗市,南勢里,460,63,450,195,10,-132,2.222,-67.692
10005010024,苗栗縣,苗栗市,新英里,414,56,376,190,38,-134,10.106,-70.526
10005020001,苗栗縣,苑裡鎮,苑東里,472,131,387,433,85,-302,21.964,-69.746
10005020002,苗栗縣,苑裡鎮,苑南里,269,85,255,349,14,-264,5.49,-75.645
10005020003,苗栗縣,苑裡鎮,苑北里,141,51,144,216,-3,-165,-2.083,-76.389
10005020004,苗栗縣,苑裡鎮,西平里,229,95,227,348,2,-253,0.881,-72.701
10005020005,苗栗縣,苑裡鎮,苑港里,141,54,125,295,16,-241,12.8,-81.695
10005020006,苗栗縣,苑裡鎮,西勢里,434,128,291,418,143,-290,49.141,-69.378
10005020007,苗栗縣,苑裡鎮,海岸里,157,53,143,199,14,-146,9.79,-73.367
10005020008,苗栗縣,苑裡鎮,房裡里,379,106,341,433,38,-327,11.144,-75.52
10005020009,苗栗縣,苑裡鎮,客庄里,831,239,680,838,151,-599,22.206,-71.48
10005020010,苗栗縣,苑裡鎮,中正里,367,89,308,402,59,-313,19.156,-77.861
10005020011,苗栗縣,苑裡鎮,苑坑里,136,33,101,184,35,-151,34.653,-82.065
10005020012,苗栗縣,苑裡鎮,水坡里,96,34,72,152,24,-118,33.333,-77.632
10005020013,苗栗縣,苑裡鎮,新復里,290,55,251,284,39,-229,15.538,-80.634
10005020014,苗栗縣,苑裡鎮,山脚里,228,72,214,269,14,-197,6.542,-73.234
10005020015,苗栗縣,苑裡鎮,舊社里,329,90,291,333,38,-243,13.058,-72.973
10005020016,苗栗縣,苑裡鎮,福田里,227,56,197,229,30,-173,15.228,-75.546
10005020017,苗栗縣,苑裡鎮,石鎮里,95,24,86,100,9,-76,10.465,-76.0
10005020018,苗栗縣,苑裡鎮,蕉埔里,136,56,146,131,-10,-75,-6.849,-57.252
10005020023,苗栗縣,苑裡鎮,南勢里,100,38,84,137,16,-99,19.048,-72.263
10005020020,苗栗縣,苑裡鎮,泰田里,249,96,200,368,49,-272,24.5,-73.913
10005020021,苗栗縣,苑裡鎮,上舘里,309,84,251,304,58,-220,23.108,-72.368
10005020022,苗栗縣,苑裡鎮,玉田里,324,76,239,317,85,-241,35.565,-76.025
