villcode,county,district,village,agree_2025,disagree_2025,agree_2021,disagree_2021,agree_diff,disagree_diff,agree_pct_change,disagree_pct_change
10014020007,臺東縣,成功鎮,和平里,130,28,139.0,49.0,-9.0,-21.0,-6.474820143884892,-42.857142857142854
10014020006,臺東縣,成功鎮,忠仁里,410,67,410.0,225.0,0.0,-158.0,0.0,-70.22222222222221
10014020005,臺東縣,成功鎮,忠智里,371,57,398.0,180.0,-27.0,-123.0,-6.78391959798995,-68.33333333333333
10014020004,臺東縣,成功鎮,三民里,502,73,505.0,150.0,-3.0,-77.0,-0.594059405940594,-51.33333333333333
10014020003,臺東縣,成功鎮,三仙里,243,34,220.0,83.0,23.0,-49.0,10.454545454545453,-59.036144578313255
10014020002,臺東縣,成功鎮,忠孝里,133,41,156.0,72.0,-23.0,-31.0,-14.743589743589745,-43.05555555555556
10014020001,臺東縣,成功鎮,博愛里,152,17,166.0,36.0,-14.0,-19.0,-8.433734939759036,-52.77777777777778
10014030005,臺東縣,關山鎮,里壠里,301,38,387.0,140.0,-86.0,-102.0,-22.22222222222222,-72.85714285714285
10014030004,臺東縣,關山鎮,中福里,154,34,189.0,123.0,-35.0,-89.0,-18.51851851851852,-72.35772357723577
10014030003,臺東縣,關山鎮,新福里,140,22,175.0,107.0,-35.0,-85.0,-20.0,-79.43925233644859
10014030002,臺東縣,關山鎮,豐泉里,225,41,263.0,115.0,-38.0,-74.0,-14.44866920152091,-64.34782608695652
10014030007,臺東縣,關山鎮,月眉里,79,14,107.0,80.0,-28.0,-66.0,-26.168224299065418,-82.5
10014030001,臺東縣,關山鎮,德高里,294,46,300.0,152.0,-6.0,-106.0,-2.0,-69.73684210526315
10014030006,臺東縣,關山鎮,電光里,63,20,114.0,50.0,-51.0,-30.0,-44.73684210526316,-60.0
10014040008,臺東縣,卑南鄉,賓朗村,425,81,408.0,319.0,17.0,-238.0,4.166666666666666,-74.60815047021944
10014040007,臺東縣,卑南鄉,美農村,159,54,171.0,187.0,-12.0,-133.0,-7.017543859649122,-71.12299465240642
10014040006,臺東縣,卑南鄉,初鹿村,241,44,224.0,141.0,17.0,-97.0,7.5892857142857135,-68.79432624113475
10014040005,臺東縣,卑南鄉,明峰村,197,55,187.0,154.0,10.0,-99.0,5.347593582887701,-64.28571428571429
10014040001,臺東縣,卑南鄉,嘉豐村,70,22,83.0,52.0,-13.0,-30.0,-15.66265060240964,-57.692307692307686
10014040010,臺東縣,卑南鄉,太平村,696,117,669.0,326.0,27.0,-209.0,4.0358744394618835,-64.11042944785275
10014040009,臺東縣,卑南鄉,泰安村,243,37,211.0,113.0,32.0,-76.0,15.165876777251185,-67.2566371681416
10014040011,臺東縣,卑南鄉,利嘉村,274,43,302.0,101.0,-28.0,-58.0,-9.271523178807946,-57.42574257425742
10014040012,臺東縣,卑南鄉,東興村,361,24,327.0,63.0,34.0,-39.0,10.397553516819572,-61.904761904761905
10014040013,臺東縣,卑南鄉,溫泉村,190,59,126.0,219.0,64.0,-160.0,50.79365079365079,-73.0593607305936
10014040003,臺東縣,卑南鄉,富山村,101,13,115.0,37.0,-14.0,-24.0,-12.173913043478262,-64.86486486486487
10014040004,臺東縣,卑南鄉,富源村,62,13,58.0,60.0,4.0,-47.0,6.896551724137931,-78.33333333333333
10014040002,臺東縣,卑南鄉,利吉村,118,14,115.0,39.0,3.0,-25.0,2.608695652173913,-64.1025641025641
10014050006,臺東縣,鹿野鄉,鹿野村,210,41,234.0,87.0,-24.0,-46.0,-10.256410256410255,-52.87356321839081
10014050007,臺東縣,鹿野鄉,龍田村,176,55,168.0,199.0,8.0,-144.0,4.761904761904762,-72.36180904522614
10014050004,臺東縣,鹿野鄉,永安村,238,62,269.0,158.0,-31.0,-96.0,-11.524163568773234,-60.75949367088608
10014050005,臺東縣,鹿野鄉,瑞隆村,142,22,144.0,72.0,-2.0,-50.0,-1.3888888888888888,-69.44444444444444
10014050003,臺東縣,鹿野鄉,瑞源村,153,41,131.0,89.0,22.0,-48.0,16.793893129770993,-53.93258426966292
10014050001,臺東縣,鹿野鄉,瑞和村,94,17,92.0,57.0,2.0,-40.0,2.1739130434782608,-70.17543859649122
10014050002,臺東縣,鹿野鄉,瑞豐村,120,48,134.0,184.0,-14.0,-136.0,-10.44776119402985,-73.91304347826086
10014060005,臺東縣,池上鄉,福原村,377,83,386.0,274.0,-9.0,-191.0,-2.33160621761658,-69.7080291970803
10014060001,臺東縣,池上鄉,福文村,177,42,166.0,133.0,11.0,-91.0,6.626506024096386,-68.42105263157895
10014060002,臺東縣,池上鄉,慶豐村,100,25,133.0,81.0,-33.0,-56.0,-24.81203007518797,-69.1358024691358
10014060003,臺東縣,池上鄉,大坡村,50,9,53.0,20.0,-3.0,-11.0,-5.660377358490567,-55.00000000000001
10014060004,臺東縣,池上鄉,大埔村,134,38,163.0,87.0,-29.0,-49.0,-17.791411042944784,-56.32183908045977
10014060007,臺東縣,池上鄉,新興村,164,37,141.0,113.0,23.0,-76.0,16.312056737588655,-67.2566371681416
10014060006,臺東縣,池上鄉,錦園村,40,12,40.0,53.0,0.0,-41.0,0.0,-77.35849056603774
10014060008,臺東縣,池上鄉,萬安村,43,17,53.0,56.0,-10.0,-39.0,-18.867924528301888,-69.64285714285714
10014060009,臺東縣,池上鄉,富興村,76,7,86.0,41.0,-10.0,-34.0,-11.627906976744185,-82.92682926829268
10014060010,臺東縣,池上鄉,振興村,48,19,47.0,31.0,1.0,-12.0,2.127659574468085,-38.70967741935484
10014070007,臺東縣,東河鄉,都蘭村,423,88,427.0,243.0,-4.0,-155.0,-0.936768149882904,-63.78600823045267
10014070006,臺東縣,東河鄉,興昌村,188,53,177.0,116.0,11.0,-63.0,6.214689265536723,-54.310344827586206
10014070005,臺東縣,東河鄉,隆昌村,130,16,114.0,49.0,16.0,-33.0,14.035087719298245,-67.3469387755102
10014070003,臺東縣,東河鄉,東河村,214,22,191.0,72.0,23.0,-50.0,12.041884816753926,-69.44444444444444
10014070002,臺東縣,東河鄉,泰源村,157,32,179.0,65.0,-22.0,-33.0,-12.290502793296088,-50.76923076923077
10014070001,臺東縣,東河鄉,北源村,235,44,259.0,81.0,-24.0,-37.0,-9.266409266409266,-45.67901234567901
10014070004,臺東縣,東河鄉,尚德村,27,15,55.0,27.0,-28.0,-12.0,-50.90909090909091,-44.44444444444444
10014080006,臺東縣,長濱鄉,寧埔村,257,48,271.0,75.0,-14.0,-27.0,-5.166051660516605,-36.0
10014080005,臺東縣,長濱鄉,竹湖村,145,39,164.0,94.0,-19.0,-55.0,-11.585365853658537,-58.51063829787234
10014080004,臺東縣,長濱鄉,長濱村,390,64,402.0,185.0,-12.0,-121.0,-2.9850746268656714,-65.4054054054054
10014080003,臺東縣,長濱鄉,忠勇村,94,26,81.0,43.0,13.0,-17.0,16.049382716049383,-39.53488372093023
10014080002,臺東縣,長濱鄉,三間村,248,23,267.0,65.0,-19.0,-42.0,-7.116104868913857,-64.61538461538461
10014080001,臺東縣,長濱鄉,樟原村,168,25,143.0,47.0,25.0,-22.0,17.482517482517483,-46.808510638297875
10014090001,臺東縣,太麻里鄉,美和村,193,62,163.0,214.0,30.0,-152.0,18.404907975460123,-71.02803738317756
10014090002,臺東縣,太麻里鄉,三和村,103,22,103.0,90.0,0.0,-68.0,0.0,-75.55555555555556
10014090003,臺東縣,太麻里鄉,華源村,81,39,84.0,103.0,-3.0,-64.0,-3.571428571428571,-62.13592233009708
10014090004,臺東縣,太麻里鄉,北里村,116,20,96.0,91.0,20.0,-71.0,20.833333333333336,-78.02197802197803
10014090006,臺東縣,太麻里鄉,大王村,350,51,382.0,193.0,-32.0,-142.0,-8.37696335078534,-73.57512953367875
10014090005,臺東縣,太麻里鄉,泰和村,289,52,281.0,166.0,8.0,-114.0,2.8469750889679712,-68.67469879518072
10014090007,臺東縣,太麻里鄉,香蘭村,167,34,169.0,91.0,-2.0,-57.0,-1.183431952662722,-62.637362637362635
10014090008,臺東縣,太麻里鄉,金崙村,336,44,360.0,63.0,-24.0,-19.0,-6.666666666666667,-30.158730158730158
10014090009,臺東縣,太麻里鄉,多良村,173,23,231.0,40.0,-58.0,-17.0,-25.108225108225106,-42.5
10014100005,臺東縣,大武鄉,南興村,135,15,131.0,39.0,4.0,-24.0,3.0534351145038165,-61.53846153846154
10014100004,臺東縣,大武鄉,尚武村,191,48,172.0,160.0,19.0,-112.0,11.046511627906977,-70.0
10014100003,臺東縣,大武鄉,大武村,223,52,247.0,97.0,-24.0,-45.0,-9.7165991902834,-46.391752577319586
10014100002,臺東縣,大武鄉,大鳥村,272,38,268.0,20.0,4.0,18.0,1.4925373134328357,90.0
10014100001,臺東縣,大武鄉,大竹村,192,18,174.0,33.0,18.0,-15.0,10.344827586206897,-45.45454545454545
10014110003,臺東縣,綠島鄉,南寮村,242,51,194.0,63.0,48.0,-12.0,24.742268041237114,-19.047619047619047
10014110002,臺東縣,綠島鄉,中寮村,138,16,128.0,41.0,10.0,-25.0,7.8125,-60.97560975609756
10014110001,臺東縣,綠島鄉,公舘村,142,10,155.0,43.0,-13.0,-33.0,-8.38709677419355,-76.74418604651163
10014120006,臺東縣,海端鄉,加拿村,105,11,122.0,21.0,-17.0,-10.0,-13.934426229508196,-47.61904761904761
10014120005,臺東縣,海端鄉,崁頂村,178,16,133.0,30.0,45.0,-14.0,33.83458646616541,-46.666666666666664
10014120004,臺東縣,海端鄉,海端村,195,13,187.0,36.0,8.0,-23.0,4.27807486631016,-63.888888888888886
10014120001,臺東縣,海端鄉,廣原村,165,13,169.0,25.0,-4.0,-12.0,-2.366863905325444,-48.0
10014120002,臺東縣,海端鄉,霧鹿村,61,6,83.0,20.0,-22.0,-14.0,-26.506024096385545,-70.0
10014120003,臺東縣,海端鄉,利稻村,36,1,38.0,29.0,-2.0,-28.0,-5.263157894736842,-96.55172413793103
10014130005,臺東縣,延平鄉,桃源村,219,34,199.0,94.0,20.0,-60.0,10.050251256281408,-63.829787234042556
10014130003,臺東縣,延平鄉,紅葉村,117,16,114.0,21.0,3.0,-5.0,2.631578947368421,-23.809523809523807
10014130002,臺東縣,延平鄉,永康村,96,3,102.0,10.0,-6.0,-7.0,-5.88235294117647,-70.0
10014130001,臺東縣,延平鄉,武陵村,116,13,159.0,22.0,-43.0,-9.0,-27.044025157232703,-40.909090909090914
10014130004,臺東縣,延平鄉,鸞山村,106,8,128.0,17.0,-22.0,-9.0,-17.1875,-52.94117647058824
10014140003,臺東縣,金峰鄉,嘉蘭村,254,31,322.0,55.0,-68.0,-24.0,-21.11801242236025,-43.63636363636363
10014140002,臺東縣,金峰鄉,正興村,210,12,225.0,28.0,-15.0,-16.0,-6.666666666666667,-57.14285714285714
10014140001,臺東縣,金峰鄉,新興村,191,19,211.0,33.0,-20.0,-14.0,-9.47867298578199,-42.42424242424242
10014140004,臺東縣,金峰鄉,賓茂村,88,6,112.0,10.0,-24.0,-4.0,-21.428571428571427,-40.0
10014140005,臺東縣,金峰鄉,歷坵村,98,6,108.0,13.0,-10.0,-7.0,-9.25925925925926,-53.84615384615385
10014150004,臺東縣,達仁鄉,安朔村,160,19,163.0,44.0,-3.0,-25.0,-1.8404907975460123,-56.81818181818182
10014150006,臺東縣,達仁鄉,南田村,84,11,91.0,16.0,-7.0,-5.0,-7.6923076923076925,-31.25
10014150005,臺東縣,達仁鄉,森永村,100,6,115.0,28.0,-15.0,-22.0,-13.043478260869565,-78.57142857142857
10014150003,臺東縣,達仁鄉,新化村,117,9,83.0,15.0,34.0,-6.0,40.963855421686745,-40.0
10014150001,臺東縣,達仁鄉,台坂村,170,15,196.0,35.0,-26.0,-20.0,-13.26530612244898,-57.14285714285714
10014150002,臺東縣,達仁鄉,土坂村,216,25,234.0,41.0,-18.0,-16.0,-7.6923076923076925,-39.02439024390244
10014160004,臺東縣,蘭嶼鄉,椰油村,117,34,133.0,53.0,-16.0,-19.0,-12.030075187969924,-35.84905660377358
10014160003,臺東縣,蘭嶼鄉,紅頭村,123,53,157.0,110.0,-34.0,-57.0,-21.656050955414013,-51.81818181818182
10014160001,臺東縣,蘭嶼鄉,東清村,76,42,116.0,92.0,-40.0,-50.0,-34.48275862068966,-54.347826086956516
10014160002,臺東縣,蘭嶼鄉,朗島村,28,52,38.0,90.0,-10.0,-38.0,-26.31578947368421,-42.22222222222222
67000050001,臺南市,後壁區,後壁里,303,132,258.0,432.0,45.0,-300.0,17.441860465116278,-69.44444444444444
67000050002,臺南市,後壁區,侯伯里,182,123,143.0,361.0,39.0,-238.0,27.27272727272727,-65.92797783933518
67000050003,臺南市,後壁區,嘉苳里,188,92,147.0,332.0,41.0,-240.0,27.89115646258503,-72.28915662650603
67000050004,臺南市,後壁區,土溝里,144,116,128.0,398.0,16.0,-282.0,12.5,-70.85427135678391
67000050023,臺南市,後壁區,上茄苳里,241,165,227.0,634.0,14.0,-469.0,6.167400881057269,-73.97476340694006
67000050024,臺南市,後壁區,菁豐里,210,69,150.0,300.0,60.0,-231.0,40.0,-77.0
67000050018,臺南市,後壁區,菁寮里,192,105,169.0,395.0,23.0,-290.0,13.609467455621301,-73.41772151898735
67000050019,臺南市,後壁區,新嘉里,113,77,80.0,222.0,33.0,-145.0,41.25,-65.31531531531532
67000050022,臺南市,後壁區,長短樹里,286,155,250.0,565.0,36.0,-410.0,14.399999999999999,-72.56637168141593
67000050010,臺南市,後壁區,竹新里,160,141,113.0,462.0,47.0,-321.0,41.5929203539823,-69.48051948051948
67000050011,臺南市,後壁區,新東里,260,144,188.0,416.0,72.0,-272.0,38.297872340425535,-65.38461538461539
67000050012,臺南市,後壁區,頂安里,228,103,179.0,304.0,49.0,-201.0,27.37430167597765,-66.11842105263158
67000050013,臺南市,後壁區,長安里,214,84,188.0,319.0,26.0,-235.0,13.829787234042554,-73.66771159874608
67000050014,臺南市,後壁區,福安里,283,158,226.0,457.0,57.0,-299.0,25.221238938053098,-65.42669584245077
67000030001,臺南市,白河區,白河里,223,120,210.0,462.0,13.0,-342.0,6.190476190476191,-74.02597402597402
67000030002,臺南市,白河區,永安里,475,268,411.0,864.0,64.0,-596.0,15.571776155717762,-68.98148148148148
67000030003,臺南市,白河區,外角里,170,129,187.0,359.0,-17.0,-230.0,-9.090909090909092,-64.06685236768801
67000030004,臺南市,白河區,庄內里,243,153,201.0,439.0,42.0,-286.0,20.8955223880597,-65.14806378132118
67000030005,臺南市,白河區,秀祐里,147,59,107.0,231.0,40.0,-172.0,37.38317757009346,-74.45887445887446
67000030006,臺南市,白河區,河東里,188,129,179.0,365.0,9.0,-236.0,5.027932960893855,-64.65753424657534
67000030007,臺南市,白河區,虎山里,60,34,58.0,115.0,2.0,-81.0,3.4482758620689653,-70.43478260869566
67000030008,臺南市,白河區,大林里,42,48,43.0,138.0,-1.0,-90.0,-2.3255813953488373,-65.21739130434783
67000030009,臺南市,白河區,崁頭里,43,16,39.0,82.0,4.0,-66.0,10.256410256410255,-80.48780487804879
67000030010,臺南市,白河區,六溪里,39,29,35.0,124.0,4.0,-95.0,11.428571428571429,-76.61290322580645
67000030012,臺南市,白河區,關嶺里,125,70,81.0,252.0,44.0,-182.0,54.32098765432099,-72.22222222222221
67000030011,臺南市,白河區,仙草里,139,59,138.0,243.0,1.0,-184.0,0.7246376811594203,-75.7201646090535
67000030025,臺南市,白河區,詔豐里,239,194,198.0,545.0,41.0,-351.0,20.707070707070706,-64.40366972477064
67000030014,臺南市,白河區,大竹里,166,82,150.0,339.0,16.0,-257.0,10.666666666666668,-75.81120943952803
67000030026,臺南市,白河區,廣蓮里,186,141,155.0,426.0,31.0,-285.0,20.0,-66.90140845070422
67000030018,臺南市,白河區,竹門里,139,41,107.0,211.0,32.0,-170.0,29.906542056074763,-80.56872037914692
67000030019,臺南市,白河區,崎內里,89,30,87.0,104.0,2.0,-74.0,2.2988505747126435,-71.15384615384616
67000030020,臺南市,白河區,昇安里,187,121,134.0,343.0,53.0,-222.0,39.55223880597015,-64.72303206997084
67000030021,臺南市,白河區,汴頭里,62,60,69.0,214.0,-7.0,-154.0,-10.144927536231885,-71.96261682242991
67000030022,臺南市,白河區,內角里,108,43,72.0,181.0,36.0,-138.0,50.0,-76.24309392265194
67000030027,臺南市,白河區,馬稠後里,135,66,122.0,322.0,13.0,-256.0,10.655737704918032,-79.5031055900621
67000170013,臺南市,北門區,永隆里,95,51,104.0,176.0,-9.0,-125.0,-8.653846153846153,-71.02272727272727
67000170005,臺南市,北門區,北門里,115,49,105.0,165.0,10.0,-116.0,9.523809523809524,-70.3030303030303
67000170009,臺南市,北門區,玉港里,83,29,62.0,181.0,21.0,-152.0,33.87096774193548,-83.97790055248619
67000170001,臺南市,北門區,保吉里,176,45,137.0,246.0,39.0,-201.0,28.467153284671532,-81.70731707317073
67000170014,臺南市,北門區,蚵寮里,146,51,132.0,297.0,14.0,-246.0,10.606060606060606,-82.82828282828282
67000170002,臺南市,北門區,雙春里,61,23,46.0,100.0,15.0,-77.0,32.608695652173914,-77.0
67000170006,臺南市,北門區,錦湖里,99,33,87.0,161.0,12.0,-128.0,13.793103448275861,-79.5031055900621
67000170011,臺南市,北門區,慈安里,75,31,63.0,137.0,12.0,-106.0,19.047619047619047,-77.37226277372264
67000170007,臺南市,北門區,三光里,156,46,142.0,255.0,14.0,-209.0,9.859154929577464,-81.96078431372548
67000170015,臺南市,北門區,文山里,132,81,112.0,321.0,20.0,-240.0,17.857142857142858,-74.76635514018692
67000130006,臺南市,學甲區,秀昌里,352,196,272.0,683.0,80.0,-487.0,29.411764705882355,-71.30307467057101
67000130007,臺南市,學甲區,明宜里,242,185,184.0,594.0,58.0,-409.0,31.521739130434785,-68.85521885521885
67000130005,臺南市,學甲區,慈福里,371,146,258.0,518.0,113.0,-372.0,43.798449612403104,-71.81467181467181
67000130001,臺南市,學甲區,仁得里,583,340,466.0,1115.0,117.0,-775.0,25.10729613733906,-69.50672645739911
67000130010,臺南市,學甲區,新達里,307,137,258.0,526.0,49.0,-389.0,18.992248062015506,-73.95437262357414
67000130002,臺南市,學甲區,新榮里,378,201,240.0,646.0,138.0,-445.0,57.49999999999999,-68.88544891640866
67000130011,臺南市,學甲區,大灣里,129,57,104.0,274.0,25.0,-217.0,24.03846153846154,-79.1970802919708
67000130008,臺南市,學甲區,豐和里,137,99,98.0,349.0,39.0,-250.0,39.795918367346935,-71.63323782234957
67000130013,臺南市,學甲區,中洲里,193,88,147.0,320.0,46.0,-232.0,31.292517006802722,-72.5
67000130003,臺南市,學甲區,光華里,145,104,105.0,351.0,40.0,-247.0,38.095238095238095,-70.37037037037037
67000130004,臺南市,學甲區,宅港里,96,58,89.0,197.0,7.0,-139.0,7.865168539325842,-70.55837563451777
67000130009,臺南市,學甲區,平和里,84,91,61.0,312.0,23.0,-221.0,37.704918032786885,-70.83333333333334
67000130012,臺南市,學甲區,三慶里,150,103,141.0,335.0,9.0,-232.0,6.382978723404255,-69.25373134328359
67000020001,臺南市,鹽水區,水秀里,241,114,193.0,399.0,48.0,-285.0,24.870466321243523,-71.42857142857143
67000020026,臺南市,鹽水區,津城里,252,130,200.0,408.0,52.0,-278.0,26.0,-68.13725490196079
67000020027,臺南市,鹽水區,月港里,292,123,279.0,374.0,13.0,-251.0,4.659498207885305,-67.11229946524064
67000020008,臺南市,鹽水區,橋南里,518,236,448.0,846.0,70.0,-610.0,15.625,-72.10401891252955
67000020011,臺南市,鹽水區,岸內里,630,268,510.0,935.0,120.0,-667.0,23.52941176470588,-71.33689839572193
67000020010,臺南市,鹽水區,汫水里,64,78,41.0,272.0,23.0,-194.0,56.09756097560976,-71.32352941176471
67000020029,臺南市,鹽水區,義中里,242,119,141.0,421.0,101.0,-302.0,71.63120567375887,-71.73396674584322
67000020028,臺南市,鹽水區,三明里,179,122,138.0,485.0,41.0,-363.0,29.71014492753623,-74.84536082474227
67000020030,臺南市,鹽水區,文昌里,110,70,93.0,274.0,17.0,-204.0,18.27956989247312,-74.45255474452554
67000020014,臺南市,鹽水區,歡雅里,213,107,173.0,434.0,40.0,-327.0,23.121387283236995,-75.34562211981567
67000020032,臺南市,鹽水區,三和里,100,70,107.0,263.0,-7.0,-193.0,-6.5420560747663545,-73.38403041825094
67000020031,臺南市,鹽水區,竹林里,118,71,113.0,325.0,5.0,-254.0,4.424778761061947,-78.15384615384615
67000020033,臺南市,鹽水區,坔頭港里,184,84,133.0,336.0,51.0,-252.0,38.34586466165413,-75.0
67000010001,臺南市,新營區,忠政里,980,349,998.0,945.0,-18.0,-596.0,-1.8036072144288577,-63.06878306878308
67000010002,臺南市,新營區,民權里,419,191,394.0,518.0,25.0,-327.0,6.345177664974619,-63.12741312741312
67000010003,臺南市,新營區,三仙里,428,225,469.0,677.0,-41.0,-452.0,-8.742004264392325,-66.76514032496307
67000010030,臺南市,新營區,永平里,438,209,446.0,685.0,-8.0,-476.0,-1.7937219730941705,-69.48905109489051
67000010007,臺南市,新營區,大宏里,510,228,469.0,696.0,41.0,-468.0,8.742004264392325,-67.24137931034483
67000010008,臺南市,新營區,王公里,783,281,697.0,876.0,86.0,-595.0,12.338593974175035,-67.92237442922374
67000010029,臺南市,新營區,新東里,1440,404,1187.0,1313.0,253.0,-909.0,21.314237573715246,-69.23076923076923
67000010009,臺南市,新營區,中營里,233,68,188.0,280.0,45.0,-212.0,23.93617021276596,-75.71428571428571
67000010010,臺南市,新營區,土庫里,207,111,172.0,399.0,35.0,-288.0,20.348837209302324,-72.18045112781954
67000010013,臺南市,新營區,興業里,382,126,336.0,400.0,46.0,-274.0,13.690476190476192,-68.5
67000010012,臺南市,新營區,南興里,406,139,390.0,497.0,16.0,-358.0,4.102564102564102,-72.03219315895373
67000010014,臺南市,新營區,民生里,540,228,459.0,743.0,81.0,-515.0,17.647058823529413,-69.3135935397039
67000010027,臺南市,新營區,新北里,1010,345,840.0,1045.0,170.0,-700.0,20.238095238095237,-66.98564593301435
67000010028,臺南市,新營區,新南里,1067,402,854.0,1191.0,213.0,-789.0,24.94145199063232,-66.24685138539043
67000010015,臺南市,新營區,民榮里,799,317,639.0,1001.0,160.0,-684.0,25.039123630672925,-68.33166833166833
67000010016,臺南市,新營區,埤寮里,270,127,228.0,414.0,42.0,-287.0,18.421052631578945,-69.32367149758454
67000010017,臺南市,新營區,護鎮里,212,123,169.0,343.0,43.0,-220.0,25.443786982248522,-64.1399416909621
67000010018,臺南市,新營區,太南里,225,98,151.0,448.0,74.0,-350.0,49.00662251655629,-78.125
67000010019,臺南市,新營區,太北里,256,115,195.0,462.0,61.0,-347.0,31.28205128205128,-75.10822510822511
67000010020,臺南市,新營區,南紙里,747,263,544.0,778.0,203.0,-515.0,37.31617647058824,-66.19537275064268
67000010021,臺南市,新營區,嘉芳里,287,134,214.0,446.0,73.0,-312.0,34.112149532710276,-69.95515695067265
67000010026,臺南市,新營區,姑爺里,130,43,100.0,241.0,30.0,-198.0,30.0,-82.15767634854771
67000010025,臺南市,新營區,五興里,219,119,151.0,459.0,68.0,-340.0,45.033112582781456,-74.07407407407408
67000040001,臺南市,柳營區,士林里,313,171,263.0,449.0,50.0,-278.0,19.011406844106464,-61.915367483296215
67000040002,臺南市,柳營區,光福里,286,127,262.0,442.0,24.0,-315.0,9.16030534351145,-71.26696832579185
67000040003,臺南市,柳營區,中埕里,202,96,163.0,288.0,39.0,-192.0,23.92638036809816,-66.66666666666666
67000040004,臺南市,柳營區,東昇里,528,255,388.0,704.0,140.0,-449.0,36.08247422680412,-63.77840909090909
67000040005,臺南市,柳營區,八翁里,260,66,168.0,340.0,92.0,-274.0,54.761904761904766,-80.58823529411765
67000040006,臺南市,柳營區,人和里,142,55,107.0,189.0,35.0,-134.0,32.71028037383177,-70.8994708994709
67000040007,臺南市,柳營區,太康里,256,120,201.0,403.0,55.0,-283.0,27.363184079601986,-70.22332506203473
67000040008,臺南市,柳營區,重溪里,254,138,173.0,474.0,81.0,-336.0,46.82080924855491,-70.88607594936708
67000040009,臺南市,柳營區,篤農里,150,95,136.0,333.0,14.0,-238.0,10.294117647058822,-71.47147147147147
67000040010,臺南市,柳營區,大農里,65,52,54.0,200.0,11.0,-148.0,20.37037037037037,-74.0
67000040011,臺南市,柳營區,神農里,189,104,127.0,351.0,62.0,-247.0,48.818897637795274,-70.37037037037037
67000040012,臺南市,柳營區,果毅里,166,73,121.0,315.0,45.0,-242.0,37.1900826446281,-76.82539682539684
67000040013,臺南市,柳營區,旭山里,210,76,158.0,348.0,52.0,-272.0,32.91139240506329,-78.16091954022988
67000060001,臺南市,東山區,東山里,232,110,195.0,281.0,37.0,-171.0,18.974358974358974,-60.854092526690394
67000060002,臺南市,東山區,東中里,335,163,326.0,544.0,9.0,-381.0,2.7607361963190185,-70.03676470588235
67000060003,臺南市,東山區,東正里,136,106,130.0,340.0,6.0,-234.0,4.615384615384616,-68.82352941176471
67000060005,臺南市,東山區,大客里,106,50,98.0,197.0,8.0,-147.0,8.16326530612245,-74.61928934010153
67000060004,臺南市,東山區,三榮里,94,35,84.0,201.0,10.0,-166.0,11.904761904761903,-82.58706467661692
67000060006,臺南市,東山區,科里里,146,80,130.0,289.0,16.0,-209.0,12.307692307692308,-72.31833910034602
67000060007,臺南市,東山區,東河里,91,66,75.0,217.0,16.0,-151.0,21.333333333333336,-69.5852534562212
67000060016,臺南市,東山區,聖賢里,267,114,211.0,511.0,56.0,-397.0,26.540284360189574,-77.69080234833659
67000060008,臺南市,東山區,南溪里,45,13,31.0,86.0,14.0,-73.0,45.16129032258064,-84.88372093023256
67000060009,臺南市,東山區,水雲里,31,20,30.0,76.0,1.0,-56.0,3.3333333333333335,-73.68421052631578
67000060010,臺南市,東山區,林安里,44,23,42.0,94.0,2.0,-71.0,4.761904761904762,-75.53191489361703
67000060011,臺南市,東山區,東原里,196,64,230.0,389.0,-34.0,-325.0,-14.782608695652174,-83.54755784061697
67000060012,臺南市,東山區,嶺南里,51,13,53.0,94.0,-2.0,-81.0,-3.7735849056603774,-86.17021276595744
67000060013,臺南市,東山區,南勢里,71,30,83.0,195.0,-12.0,-165.0,-14.457831325301203,-84.61538461538461
67000060014,臺南市,東山區,青山里,103,33,109.0,190.0,-6.0,-157.0,-5.5045871559633035,-82.63157894736842
67000060015,臺南市,東山區,高原里,100,28,108.0,111.0,-8.0,-83.0,-7.4074074074074066,-74.77477477477478
67000160001,臺南市,將軍區,長榮里,157,66,119.0,317.0,38.0,-251.0,31.932773109243694,-79.17981072555204
67000160020,臺南市,將軍區,西甲里,381,160,256.0,658.0,125.0,-498.0,48.828125,-75.6838905775076
67000160021,臺南市,將軍區,忠嘉里,365,179,245.0,603.0,120.0,-424.0,48.97959183673469,-70.3150912106136
67000160022,臺南市,將軍區,苓仔寮里,259,174,196.0,563.0,63.0,-389.0,32.142857142857146,-69.09413854351686
67000160019,臺南市,將軍區,巷埔里,124,82,90.0,379.0,34.0,-297.0,37.77777777777778,-78.3641160949868
67000160023,臺南市,將軍區,將軍里,192,96,151.0,396.0,41.0,-300.0,27.1523178807947,-75.75757575757575
67000160013,臺南市,將軍區,玉山里,74,73,48.0,211.0,26.0,-138.0,54.166666666666664,-65.40284360189574
67000160014,臺南市,將軍區,廣山里,53,36,62.0,120.0,-9.0,-84.0,-14.516129032258066,-70.0
67000160015,臺南市,將軍區,長沙里,125,87,100.0,347.0,25.0,-260.0,25.0,-74.92795389048992
67000160016,臺南市,將軍區,平沙里,98,76,81.0,343.0,17.0,-267.0,20.98765432098765,-77.84256559766763
67000160017,臺南市,將軍區,鯤鯓里,175,141,128.0,526.0,47.0,-385.0,36.71875,-73.19391634980988
67000160018,臺南市,將軍區,鯤溟里,79,44,57.0,218.0,22.0,-174.0,38.59649122807017,-79.81651376146789
